u,v,u_x,u_y,v_x,v_y,duration
2451940820,2329648872,126.9485377,37.5557912,126.9479723,37.5557967,35
2451940820,2329648871,126.9485377,37.5557912,126.9488433,37.555362,74
2451940823,4591461860,126.9545053,37.5562589,126.9550097,37.5562974,152
2451940823,4591461863,126.9545053,37.5562589,126.9544901,37.5564217,0
2451940823,8383159994,126.9545053,37.5562589,126.954745,37.5558097,239
2451940823,3351589601,126.9545053,37.5562589,126.9537494,37.5562012,16
2451940824,2451940825,126.9550649,37.5563016,126.9555772,37.5563408,144
2451940824,2329648890,126.9550649,37.5563016,126.9553417,37.5553523,213
2451940825,2451940824,126.9555772,37.5563408,126.9550649,37.5563016,16
2451940825,436825408,126.9555772,37.5563408,126.95557,37.55658,205
2451940825,436825406,126.9555772,37.5563408,126.9558226,37.5555763,66
2451940826,4591442595,126.9520328,37.5565379,126.9520217,37.5566355,25
2451940826,7298467875,126.9520328,37.5565379,126.9520397,37.5564342,3
2451940826,3351589613,126.9520328,37.5565379,126.9532861,37.5562868,52
2451940827,4591816222,126.9568327,37.557449,126.9568733,37.5578571,65
2451940827,8478359173,126.9568327,37.557449,126.9564306,37.5574752,15
2451940830,4591832834,126.9580678,37.5580731,126.9580919,37.5582447,135
2451940830,4591827918,126.9580678,37.5580731,126.9575752,37.5579515,9
2451940830,4591832836,126.9580678,37.5580731,126.9585951,37.5581891,142
2451940839,4591832835,126.9590323,37.5588384,126.9591741,37.5587677,107
2451940839,4591845019,126.9590323,37.5588384,126.9587153,37.5589763,119
2451940839,4591832838,126.9590323,37.5588384,126.9585353,37.5586833,15
2451940839,3893041619,126.9590323,37.5588384,126.959597,37.5592299,125
2451940849,3893041625,126.9599529,37.5597897,126.9595831,37.5599162,16
2451940849,3893041616,126.9599529,37.5597897,126.9600239,37.5599399,37
2451940849,3893041631,126.9599529,37.5597897,126.9598861,37.5596427,28
2451940849,3893041629,126.9599529,37.5597897,126.9605827,37.5596581,85
2451940857,4591824250,126.9592362,37.5601694,126.9592943,37.5604935,11
2451940857,4591845008,126.9592362,37.5601694,126.9589373,37.560052,8
2451940857,4591824251,126.9592362,37.5601694,126.9598182,37.5602821,73
2451940858,4591824247,126.9584047,37.5601497,126.958234,37.5600863,4
2451940858,2451940860,126.9584047,37.5601497,126.9584839,37.5602056,2
2451940858,2330782585,126.9584047,37.5601497,126.958695,37.5599407,59
2451940860,2451940858,126.9584839,37.5602056,126.9584047,37.5601497,2
2451940860,2330782601,126.9584839,37.5602056,126.9587625,37.5606157,101
2451940860,4663447879,126.9584839,37.5602056,126.9584459,37.5613471,125
2451940872,4591824254,126.9602836,37.5606803,126.9602675,37.5605489,1
2451940872,2451940885,126.9602836,37.5606803,126.9600391,37.5609739,48
2451940872,3893041648,126.9602836,37.5606803,126.9606891,37.5607105,55
2451940885,2451940872,126.9600391,37.5609739,126.9602836,37.5606803,78
2451940885,4591849968,126.9600391,37.5609739,126.9606356,37.5607718,13
2451940885,2451940896,126.9600391,37.5609739,126.9597251,37.5613782,23
2451940896,4591848500,126.9597251,37.5613782,126.9594955,37.5612601,5
2451940896,10933410143,126.9597251,37.5613782,126.9590146,37.562314,34
2451940896,2451940885,126.9597251,37.5613782,126.9600391,37.5609739,103
2451940901,7967031733,126.9528475,37.5615676,126.9518894,37.5610592,15
2451940901,2451940919,126.9528475,37.5615676,126.9551375,37.5620487,542
2451940901,3339450393,126.9528475,37.5615676,126.9518515,37.5635157,613
2451940919,2329648783,126.9551375,37.5620487,126.9556762,37.5621874,557
2451940919,2451940901,126.9551375,37.5620487,126.9528475,37.5615676,29
2451940919,4591794841,126.9551375,37.5620487,126.9549356,37.5623586,578
2451940922,4592858370,126.9618089,37.5620747,126.9630603,37.5621867,61
2451940922,2451940929,126.9618089,37.5620747,126.9617995,37.5622159,40
2451940929,2451940922,126.9617995,37.5622159,126.9618089,37.5620747,104
2451940929,2451940941,126.9617995,37.5622159,126.9618419,37.5624239,108
2451940922,4592858371,126.9618089,37.5620747,126.9618557,37.5616825,13
2451940929,2451940942,126.9617995,37.5622159,126.9592948,37.562491,295
2451940933,2330771537,126.9556482,37.5622556,126.9554855,37.5625661,6
2451940933,2329648783,126.9556482,37.5622556,126.9556762,37.5621874,2
2451940933,4591859930,126.9556482,37.5622556,126.9564244,37.5625125,18
2451940941,4591851783,126.9618419,37.5624239,126.9612802,37.5626424,2
2451940942,2451940929,126.9592948,37.562491,126.9617995,37.5622159,96
2451940941,2451940929,126.9618419,37.5624239,126.9617995,37.5622159,86
2451940941,2330771528,126.9618419,37.5624239,126.9619852,37.5628199,77
2451940953,4592858358,126.962119,37.5630433,126.9620595,37.5629433,2
2451940956,2330771540,126.9573055,37.5631359,126.9576887,37.5632594,63
2451940953,4592872166,126.962119,37.5630433,126.9623028,37.563348,8
2451940956,4056370647,126.9573055,37.5631359,126.9568324,37.5629835,112
2451940953,2451940962,126.962119,37.5630433,126.9606801,37.5635132,160
2451940956,2451940957,126.9573055,37.5631359,126.9572468,37.5632705,50
2451940956,4591859937,126.9573055,37.5631359,126.9574413,37.5628466,68
2451940957,2451940956,126.9572468,37.5632705,126.9573055,37.5631359,117
2451940957,2451940963,126.9572468,37.5632705,126.9567447,37.5636441,15
2451940960,4591859899,126.9589359,37.5634377,126.9587494,37.5637377,9
2451940960,4591859895,126.9589359,37.5634377,126.9583689,37.5635482,113
2451940957,4056367772,126.9572468,37.5632705,126.9574389,37.563997,50
2451940960,4591859891,126.9589359,37.5634377,126.9590093,37.5631861,8
2451940962,4591851787,126.9606801,37.5635132,126.9602956,37.5636325,191
2451940962,2451940953,126.9606801,37.5635132,126.962119,37.5630433,43
2451940962,4591851781,126.9606801,37.5635132,126.9605175,37.5632001,1
2451940963,2451940957,126.9567447,37.5636441,126.9572468,37.5632705,83
2451940963,4056370653,126.9567447,37.5636441,126.9561795,37.5637551,15
2451940963,4056367773,126.9567447,37.5636441,126.9568494,37.564088,50
2451940966,4056367772,126.958015,37.563908,126.9574389,37.563997,12
2451940966,2451940975,126.958015,37.563908,126.9589735,37.5643348,81
2451940966,2330771540,126.958015,37.563908,126.9576887,37.5632594,47
2451940967,3648412325,126.9530048,37.5639243,126.9521916,37.5650555,63
2451940967,2451940969,126.9530048,37.5639243,126.9532649,37.5640317,67
2451940967,3339450393,126.9530048,37.5639243,126.9518515,37.5635157,19
2451940969,2451940967,126.9532649,37.5640317,126.9530048,37.5639243,4
2451940969,4591794841,126.9532649,37.5640317,126.9549356,37.5623586,127
2451940969,2451940973,126.9532649,37.5640317,126.953625,37.5641804,75
2451940971,4056367771,126.9544905,37.5640867,126.9551341,37.5639603,37
2451940971,4056367775,126.9544905,37.5640867,126.9547154,37.5644176,9
2451940971,436848861,126.9544905,37.5640867,126.95419,37.56374,21
2451940973,2451940969,126.953625,37.5641804,126.9532649,37.5640317,21
2451940973,436848863,126.953625,37.5641804,126.95355,37.56424,2
2451940973,436848862,126.953625,37.5641804,126.95389,37.56397,6
2451940974,2451940975,126.9590945,37.5644081,126.9589735,37.5643348,71
2451940974,4591902830,126.9590945,37.5644081,126.9595433,37.5645138,7
2451940974,2451940980,126.9590945,37.5644081,126.9588888,37.5646397,23
2451940974,4591851784,126.9590945,37.5644081,126.959361,37.5642347,8
2451940974,4591859899,126.9590945,37.5644081,126.9587494,37.5637377,23
2451940975,2451940974,126.9589735,37.5643348,126.9590945,37.5644081,71
2451940975,4056367776,126.9589735,37.5643348,126.9575689,37.5645334,23
2451940975,2451940966,126.9589735,37.5643348,126.958015,37.563908,88
2451940978,4056367775,126.9542185,37.5644943,126.9547154,37.5644176,69
2451940978,2451940979,126.9542185,37.5644943,126.9536123,37.5645879,20
2451940978,2451940984,126.9542185,37.5644943,126.9543415,37.5649897,45
2451940978,436848862,126.9542185,37.5644943,126.95389,37.56397,38
2451940980,4591904330,126.9588888,37.5646397,126.95865,37.5648708,117
2451940979,2451940978,126.9536123,37.5645879,126.9542185,37.5644943,40
2451940979,4591795452,126.9536123,37.5645879,126.9537343,37.5650755,13
2451940979,436848863,126.9536123,37.5645879,126.95355,37.56424,12
2451940980,2451940974,126.9588888,37.5646397,126.9590945,37.5644081,103
2451940980,4056367783,126.9588888,37.5646397,126.9570917,37.5650236,40
2451940984,4591795452,126.9543415,37.5649897,126.9537343,37.5650755,11
2451940984,4056367782,126.9543415,37.5649897,126.954866,37.5649155,54
2451940984,2451940978,126.9543415,37.5649897,126.9542185,37.5644943,36
2451940984,2451940992,126.9543415,37.5649897,126.9544473,37.5653711,36
2451940985,4056367786,126.9565039,37.5650647,126.9554105,37.5652276,17
2451940985,4056367779,126.9565039,37.5650647,126.9565026,37.5646842,48
2451940985,2451940996,126.9565039,37.5650647,126.9565325,37.5654976,189
2451940988,4056367784,126.9525931,37.5651332,126.95265,37.5651466,103
2451940985,4056367783,126.9565039,37.5650647,126.9570917,37.5650236,76
2451940988,3648412325,126.9525931,37.5651332,126.9521916,37.5650555,7
2451940989,4591904332,126.9581781,37.5653018,126.9583484,37.5656527,326
2451940988,436848863,126.9525931,37.5651332,126.95355,37.56424,86
2451940989,4591904330,126.9581781,37.5653018,126.95865,37.5648708,290
2451940989,2451940996,126.9581781,37.5653018,126.9565325,37.5654976,38
2451940992,4056367786,126.9544473,37.5653711,126.9554105,37.5652276,73
2451940992,2451941006,126.9544473,37.5653711,126.9546062,37.5659443,90
2451940992,2451940993,126.9544473,37.5653711,126.9538441,37.5654557,24
2451940992,2451940984,126.9544473,37.5653711,126.9543415,37.5649897,45
2451940993,4056367788,126.9538441,37.5654557,126.9539039,37.5656629,6
2451940993,4591795452,126.9538441,37.5654557,126.9537343,37.5650755,11
2451940993,2451940992,126.9538441,37.5654557,126.9544473,37.5653711,30
2451940996,2451941006,126.9565325,37.5654976,126.9546062,37.5659443,47
2451940996,2451940985,126.9565325,37.5654976,126.9565039,37.5650647,179
2451940996,2451940989,126.9565325,37.5654976,126.9581781,37.5653018,38
2451941002,3967108622,126.9645347,37.5658032,126.9645087,37.5654919,150
2451941002,8382762364,126.9645347,37.5658032,126.9631081,37.5656322,51
2451941002,2451941022,126.9645347,37.5658032,126.9644061,37.5665586,156
2451941006,2451940992,126.9546062,37.5659443,126.9544473,37.5653711,79
2451941006,2451940996,126.9546062,37.5659443,126.9565325,37.5654976,47
2451941006,2451941011,126.9546062,37.5659443,126.9540222,37.566196,15
2451941009,2451941023,126.9586772,37.5658729,126.9593607,37.5663504,164
2451941009,4591871310,126.9586772,37.5658729,126.9591964,37.565476,159
2451941009,8382844647,126.9586772,37.5658729,126.9567372,37.5693673,556
2451941011,4056368593,126.9540222,37.566196,126.9535189,37.5662289,12
2451941009,4591904332,126.9586772,37.5658729,126.9583484,37.5656527,8
2451941011,4056367788,126.9540222,37.566196,126.9539039,37.5656629,46
2451941011,2451941006,126.9540222,37.566196,126.9546062,37.5659443,15
2451941023,2451941009,126.9593607,37.5663504,126.9586772,37.5658729,17
2451941022,2463701113,126.9644061,37.5665586,126.964799,37.5667861,10
2451941023,4591883785,126.9593607,37.5663504,126.959427,37.5662932,3
2451941022,2451941002,126.9644061,37.5665586,126.9645347,37.5658032,203
2451941022,4591873257,126.9644061,37.5665586,126.964084,37.5670653,22
2451941023,4591880007,126.9593607,37.5663504,126.9601082,37.5685428,76
2451941032,4591873257,126.9640432,37.5671244,126.964084,37.5670653,1
2451941032,4592872177,126.9640432,37.5671244,126.9638751,37.5673559,161
2451941032,10974501909,126.9640432,37.5671244,126.9645597,37.5671983,180
2451941043,4591880016,126.9619482,37.5683013,126.9607299,37.5678507,34
2451941043,4591880002,126.9619482,37.5683013,126.9616766,37.5686446,195
2451941048,4592892444,126.9615642,37.5688584,126.9624141,37.5691802,240
2451941048,4591880002,126.9615642,37.5688584,126.9616766,37.5686446,68
2451941043,4592872176,126.9619482,37.5683013,126.9629603,37.5679034,161
2451941048,2451941052,126.9615642,37.5688584,126.9613034,37.569358,82
2451941048,4591880011,126.9615642,37.5688584,126.9610416,37.5687487,76
2451941052,4592891808,126.9613034,37.569358,126.9610516,37.5696418,7
2451941052,2451941048,126.9613034,37.569358,126.9615642,37.5688584,56
2451941052,4592891812,126.9613034,37.569358,126.9616308,37.5695276,7
2451941054,2451941053,126.9628678,37.5696318,126.9630185,37.5694922,300
2451941053,4592892440,126.9630185,37.5694922,126.9627168,37.5693356,333
2451941053,4592891815,126.9630185,37.5694922,126.9631916,37.5693113,327
2451941054,4592891817,126.9628678,37.5696318,126.9625453,37.5696778,295
2451941066,2451941067,126.9591181,37.5714664,126.9595293,37.5716435,349
2451941066,4592891789,126.9591181,37.5714664,126.9598054,37.5704813,354
2451941067,1149547143,126.9595293,37.5716435,126.9596904,37.5717443,357
2463701113,10974501909,126.964799,37.5667861,126.9645597,37.5671983,36
2463701113,2451941022,126.964799,37.5667861,126.9644061,37.5665586,227
2463701113,10974501903,126.964799,37.5667861,126.9650892,37.5664686,69
2451941067,4592891576,126.9595293,37.5716435,126.960453,37.5711676,393
2473238876,2959081059,126.924041,37.552636,126.9242676,37.5528519,321
2473238876,436864020,126.924041,37.552636,126.92307,37.5507,206
2473242328,4590068789,126.9265449,37.5594726,126.9265577,37.5596342,1
2473242328,4505415661,126.9265449,37.5594726,126.9262534,37.5589733,151
2473245560,2473245564,126.9273019,37.5605272,126.927656,37.5605,8
2473245562,3743712540,126.9272268,37.5596325,126.9272875,37.5603782,28
2473242328,4505415644,126.9265449,37.5594726,126.9267212,37.5589376,605
2473245560,4590169788,126.9273019,37.5605272,126.9273606,37.5608596,10
2473245560,3743712540,126.9273019,37.5605272,126.9272875,37.5603782,5
2473245562,4590170290,126.9272268,37.5596325,126.9276305,37.5596172,13
2473245562,5815795949,126.9272268,37.5596325,126.9270091,37.5596377,1
2473245564,2473245560,126.927656,37.5605,126.9273019,37.5605272,10
2473245566,2473245567,126.9292532,37.5623204,126.9278491,37.5618098,24
2473245564,2473255266,126.927656,37.5605,126.9281468,37.5604681,48
2473245564,2473245570,126.927656,37.5605,126.9276927,37.5597133,24
2473245567,2473255263,126.9278491,37.5618098,126.9278903,37.5616585,846
2473245566,3825309105,126.9292532,37.5623204,126.9288366,37.5625598,102
2473245566,2473255292,126.9292532,37.5623204,126.930633,37.5608543,626
2473245567,2473245566,126.9278491,37.5618098,126.9292532,37.5623204,86
2473245567,2329649078,126.9278491,37.5618098,126.9273422,37.5620972,34
2473245569,3743712550,126.928198,37.5611726,126.9281083,37.5612819,15
2473245569,3743712559,126.928198,37.5611726,126.9283724,37.5610741,25
2473245570,2473245564,126.9276927,37.5597133,126.927656,37.5605,24
2473245569,4590169788,126.928198,37.5611726,126.9273606,37.5608596,945
2473245570,4590160919,126.9276927,37.5597133,126.9281334,37.559539,56
2473245570,4590170290,126.9276927,37.5597133,126.9276305,37.5596172,4
2473255244,2473261143,126.9292251,37.5592562,126.9294622,37.5591281,118
2473255244,2473255305,126.9292251,37.5592562,126.9290875,37.5596814,96
2473255244,4590169787,126.9292251,37.5592562,126.9287342,37.559286,11
2473255250,6441775705,126.9271694,37.5618225,126.9272061,37.5618811,119
2473255250,2473255268,126.9271694,37.5618225,126.927507,37.5617052,864
2473255260,3743712547,126.9285576,37.5608718,126.9284127,37.5608002,1
2473255250,3798902280,126.9271694,37.5618225,126.9270448,37.5616348,2
2473255260,3743712559,126.9285576,37.5608718,126.9283724,37.5610741,7
2473255261,3742353032,126.9261553,37.5596489,126.9259076,37.559679,7
2473255261,2956988738,126.9261553,37.5596489,126.9256287,37.5586438,49
2473255260,2473255296,126.9285576,37.5608718,126.9290353,37.5607357,415
2473255261,4590068789,126.9261553,37.5596489,126.9265577,37.5596342,102
2473255263,2473245567,126.9278903,37.5616585,126.9278491,37.5618098,1
2473255265,4590068790,126.9256008,37.5597576,126.9253709,37.5600419,16
2473255263,2473255268,126.9278903,37.5616585,126.927507,37.5617052,836
2473255263,3743712552,126.9278903,37.5616585,126.9279685,37.5615254,853
2473255265,3742385731,126.9256008,37.5597576,126.9250939,37.5593845,29
2473255265,3742353032,126.9256008,37.5597576,126.9259076,37.559679,76
2473255266,4590169788,126.9281468,37.5604681,126.9273606,37.5608596,31
2473255266,2473245564,126.9281468,37.5604681,126.927656,37.5605,48
2473255266,3743712546,126.9281468,37.5604681,126.9281444,37.5603048,2
2473255268,2473255263,126.927507,37.5617052,126.9278903,37.5616585,10
2473255268,3743712550,126.927507,37.5617052,126.9281083,37.5612819,44
2473255280,3742385732,126.925047,37.5600372,126.9247582,37.5598214,16
2473255268,2473255250,126.927507,37.5617052,126.9271694,37.5618225,237
2473255280,4590068790,126.925047,37.5600372,126.9253709,37.5600419,71
2473255281,2473266054,126.9289408,37.5605978,126.9293813,37.5604431,70
2473255281,2473255296,126.9289408,37.5605978,126.9290353,37.5607357,7
2473255280,2473255286,126.925047,37.5600372,126.92424,37.5607081,128
2473255281,3743712543,126.9289408,37.5605978,126.928756,37.5606471,2
2473255281,3743712544,126.9289408,37.5605978,126.9286435,37.5602429,12
2473255286,2473270875,126.92424,37.5607081,126.9242489,37.5608236,7
2473255286,2473255280,126.92424,37.5607081,126.925047,37.5600372,92
2473255286,4674668607,126.92424,37.5607081,126.9241803,37.5605928,115
2473255292,3743712529,126.930633,37.5608543,126.9306936,37.5605832,26
2473255292,3743712532,126.930633,37.5608543,126.9308974,37.5608543,187
2473255292,3743710024,126.930633,37.5608543,126.930131,37.560784,10
2473255292,2473245566,126.930633,37.5608543,126.9292532,37.5623204,264
2473255296,2473255281,126.9290353,37.5607357,126.9289408,37.5605978,1
2473255296,2473255260,126.9290353,37.5607357,126.9285576,37.5608718,200
2473255296,3743712561,126.9290353,37.5607357,126.9292154,37.5608656,14
2473255305,2473255244,126.9290875,37.5596814,126.9292251,37.5592562,113
2473255305,2473266054,126.9290875,37.5596814,126.9293813,37.5604431,56
2473255305,2473266054,126.9290875,37.5596814,126.9293813,37.5604431,56
2473261133,2473261141,126.9336446,37.5586141,126.9335158,37.5584737,6
2473255305,3743712544,126.9290875,37.5596814,126.9286435,37.5602429,31
2473261133,2473261136,126.9336446,37.5586141,126.934065,37.5588649,13
2473261133,2237153682,126.9336446,37.5586141,126.9349503,37.558139,46
2473261136,2237153687,126.934065,37.5588649,126.9349849,37.5585301,31
2473261136,2237153692,126.934065,37.5588649,126.9345322,37.5590192,13
2473261141,2473262329,126.9335158,37.5584737,126.9334135,37.5582846,29
2473261141,2473261133,126.9335158,37.5584737,126.9336446,37.5586141,38
2473261136,2473261133,126.934065,37.5588649,126.9336446,37.5586141,11
2473261141,3743710009,126.9335158,37.5584737,126.933189,37.5586164,9
2473261142,2473261153,126.9329367,37.5572553,126.9330092,37.5575356,172
2473261142,3309835004,126.9329367,37.5572553,126.9329086,37.5571198,170
2473261142,4590181165,126.9329367,37.5572553,126.932139,37.557422,20
2473261147,3743710009,126.9336679,37.5589431,126.933189,37.5586164,18
2473261143,4590170291,126.9294622,37.5591281,126.9295722,37.558975,1
2473261143,2473255244,126.9294622,37.5591281,126.9292251,37.5592562,16
2473261147,2237153695,126.9336679,37.5589431,126.9344082,37.5592557,67
2473261143,2473262328,126.9294622,37.5591281,126.9303018,37.5603975,48
2473261147,3864845883,126.9336679,37.5589431,126.9335232,37.5593179,85
2473261150,3743712588,126.930055,37.5588857,126.9301787,37.5591431,80
2473261150,3743712578,126.930055,37.5588857,126.9299638,37.5589048,1
2473261153,2473261142,126.9330092,37.5575356,126.9329367,37.5572553,166
2473261153,3743689822,126.9330092,37.5575356,126.9342385,37.5570975,199
2473261150,3743712581,126.930055,37.5588857,126.9301328,37.5588474,72
2473261153,2473262329,126.9330092,37.5575356,126.9334135,37.5582846,98
2473262328,4590170293,126.9303018,37.5603975,126.9305485,37.56044,154
2473262328,2473261143,126.9303018,37.5603975,126.9294622,37.5591281,104
2473262328,3743712525,126.9303018,37.5603975,126.9301914,37.5603721,2
2473262329,2473261141,126.9334135,37.5582846,126.9335158,37.5584737,6
2473262329,2473261153,126.9334135,37.5582846,126.9330092,37.5575356,17
2473262329,3309835028,126.9334135,37.5582846,126.9349282,37.5577056,29
2473262330,3743710018,126.9312516,37.5594064,126.9305673,37.560036,35
2473262330,3743710017,126.9312516,37.5594064,126.9313745,37.5593165,114
2473262329,4590181164,126.9334135,37.5582846,126.9330015,37.558459,12
2473262339,3743710018,126.9306129,37.5603401,126.9305673,37.560036,12
2473262330,9315470230,126.9312516,37.5594064,126.9307792,37.5594523,135
2473262339,2473267808,126.9306129,37.5603401,126.9309728,37.5604156,14
2473262339,4590170293,126.9306129,37.5603401,126.9305485,37.56044,8
2473264191,3743710000,126.9328508,37.5585388,126.9329647,37.5584785,78
2473264191,4590174136,126.9328508,37.5585388,126.9322195,37.5588517,16
2473264196,3743710016,126.9309551,37.5600323,126.9316501,37.559671,23
2473264191,3743710010,126.9328508,37.5585388,126.9330132,37.5589479,27
2473264199,3743710016,126.9325065,37.5592132,126.9316501,37.559671,25
2473264199,3743710013,126.9325065,37.5592132,126.9326412,37.5593769,70
2473264199,3743710010,126.9325065,37.5592132,126.9330132,37.5589479,84
2473264199,4590174136,126.9325065,37.5592132,126.9322195,37.5588517,53
2473267808,3743710020,126.9309728,37.5604156,126.9316617,37.5601044,98
2473266054,2473255281,126.9293813,37.5604431,126.9289408,37.5605978,13
2473266054,2473255305,126.9293813,37.5604431,126.9290875,37.5596814,53
2473266054,2473255305,126.9293813,37.5604431,126.9290875,37.5596814,53
2473267808,3743712537,126.9309728,37.5604156,126.930961,37.560568,121
2473270869,3742366054,126.9249965,37.5619909,126.9246799,37.5617923,11
2473267808,2473262339,126.9309728,37.5604156,126.9306129,37.5603401,16
2473270871,3742385739,126.9242572,37.5610034,126.9257506,37.5606756,121
2473270869,2473270880,126.9249965,37.5619909,126.9253571,37.5619787,16
2473270871,2473270875,126.9242572,37.5610034,126.9242489,37.5608236,143
2473270871,3742366044,126.9242572,37.5610034,126.9242764,37.561239,88
2473270869,2473270880,126.9249965,37.5619909,126.9253571,37.5619787,16
2473270875,2473255286,126.9242489,37.5608236,126.92424,37.5607081,145
2473270875,2473270881,126.9242489,37.5608236,126.9256097,37.5604265,63
2473270879,3742366052,126.9254562,37.561733,126.9256319,37.5614844,28
2473270875,2473270871,126.9242489,37.5608236,126.9242572,37.5610034,7
2473270879,3742366049,126.9254562,37.561733,126.9252184,37.5616768,5
2473270880,2473270869,126.9253571,37.5619787,126.9249965,37.5619909,12
2473270879,2473270880,126.9254562,37.561733,126.9253571,37.5619787,30
2473270880,2473270869,126.9253571,37.5619787,126.9249965,37.5619909,12
2473270881,3742385739,126.9256097,37.5604265,126.9257506,37.5606756,101
2473270881,4590068790,126.9256097,37.5604265,126.9253709,37.5600419,123
2473270880,2473270879,126.9253571,37.5619787,126.9254562,37.561733,283
2532345930,3860578492,126.934978,37.56028,126.9347191,37.5598958,15
2473270881,2473270875,126.9256097,37.5604265,126.9242489,37.5608236,47
2532345923,3860578492,126.9342494,37.5600798,126.9347191,37.5598958,185
2532345923,2532345932,126.9342494,37.5600798,126.9343902,37.5603868,222
2532345930,2532345932,126.934978,37.56028,126.9343902,37.5603868,10
2532345992,2532345993,126.9355293,37.5696821,126.9353877,37.5696924,2
2532345932,3825307753,126.9343902,37.5603868,126.9333158,37.560948,21
2532345968,4263508454,126.9477446,37.5674359,126.9481487,37.5680247,13
2532345993,2532345995,126.9353877,37.5696924,126.9352507,37.5697461,3
2532345993,2532345992,126.9353877,37.5696924,126.9355293,37.5696821,2
2532345993,12528916350,126.9353877,37.5696924,126.9346352,37.5684183,148
2532345995,2532345993,126.9352507,37.5697461,126.9353877,37.5696924,2
2532345995,2532346015,126.9352507,37.5697461,126.9342289,37.5709788,28
2532345995,12528916496,126.9352507,37.5697461,126.9351356,37.5693479,349
2532346015,3825310652,126.9342289,37.5709788,126.9347477,37.5716165,36
2532346015,2532345995,126.9342289,37.5709788,126.9352507,37.5697461,299
2532346015,1912549265,126.9342289,37.5709788,126.9335141,37.5713517,47
2532346015,12533449042,126.9342289,37.5709788,126.9337115,37.5703781,30
2532346082,3785058137,126.937115,37.5728583,126.9365522,37.572923,8
2532346082,3825310963,126.937115,37.5728583,126.937111,37.5729798,236
2532346082,4589885937,126.937115,37.5728583,126.9379452,37.5731907,256
2532403770,3785058070,126.9295435,37.5680267,126.9299674,37.5683653,59
2532403770,3825309970,126.9295435,37.5680267,126.929226,37.5677774,12
2690966910,2690966911,126.9303671,37.5482707,126.9299123,37.5475197,260
2532403770,3379179293,126.9295435,37.5680267,126.9292233,37.568423,35
2532403770,4589999127,126.9295435,37.5680267,126.9298792,37.567643,94
2690966910,2329648995,126.9303671,37.5482707,126.9309446,37.5487021,83
2690966910,3869600428,126.9303671,37.5482707,126.9305629,37.5481719,96
2690966911,3869600384,126.9299123,37.5475197,126.9306545,37.5474975,193
2690966911,2690966910,126.9299123,37.5475197,126.9303671,37.5482707,196
2690966911,3869600382,126.9299123,37.5475197,126.9298298,37.5473268,158
2690966911,3242818629,126.9299123,37.5475197,126.9296315,37.5475262,150
2690977357,436805789,126.9342419,37.5499828,126.9358022,37.5499254,112
2690966911,3869600429,126.9299123,37.5475197,126.9303482,37.5478482,239
2690977357,5293251538,126.9342419,37.5499828,126.9351889,37.5494192,263
2690977357,4591663748,126.9342419,37.5499828,126.9335299,37.5500071,10
2690978752,5293251485,126.9359937,37.5489002,126.9361701,37.54904,149
2739018581,2139941922,126.9308493,37.5455836,126.9304505,37.5455917,351
2690978752,5293251538,126.9359937,37.5489002,126.9351889,37.5494192,30
2690978755,5104927721,126.9369593,37.5493829,126.9367739,37.5497806,141
2690978755,5293251485,126.9369593,37.5493829,126.9361701,37.54904,29
2739018581,3868066493,126.9308493,37.5455836,126.9310191,37.5459066,11
2690978755,5104927722,126.9369593,37.5493829,126.9370658,37.5492087,176
2739018581,8463187835,126.9308493,37.5455836,126.9314378,37.5455693,6
2739029763,414685214,126.9325961,37.545421,126.9319373,37.5455648,31
2739029763,3868066406,126.9325961,37.545421,126.9330746,37.5453374,284
2775071293,436859638,126.9335053,37.5529523,126.9332339,37.5526796,89
2775071298,3648703625,126.9317033,37.5539958,126.9317196,37.554247,6
2775071293,9379611609,126.9335053,37.5529523,126.9324366,37.5537637,39
2739029763,3868066486,126.9325961,37.545421,126.9329102,37.5458477,14
2775071298,2775071304,126.9317033,37.5539958,126.9314637,37.5538664,401
2775071298,9379611609,126.9317033,37.5539958,126.9324366,37.5537637,396
2775071304,9379611610,126.9314637,37.5538664,126.9320563,37.5534516,377
2930467407,3309834973,126.9375942,37.555928,126.937503,37.5559535,15
2775071304,2775071298,126.9314637,37.5538664,126.9317033,37.5539958,2
2930467407,9283138068,126.9375942,37.555928,126.9378309,37.5554826,37
2930467407,3864845798,126.9375942,37.555928,126.9378039,37.5559983,25
2775071304,2421606544,126.9314637,37.5538664,126.9301177,37.5548042,100
2930467420,3807475178,126.963557,37.5496753,126.9635642,37.5498048,3
2930467420,3807475163,126.963557,37.5496753,126.9638306,37.5496451,9
2930467420,3807475147,126.963557,37.5496753,126.9635503,37.5495561,5
2956978532,2956978527,126.9251653,37.5588284,126.9248537,37.5591977,179
2930467422,3807475134,126.9641876,37.5495039,126.9643217,37.5493922,37
2956978532,3048481860,126.9251653,37.5588284,126.9243331,37.5580018,128
2956978527,2956988737,126.9248537,37.5591977,126.9245063,37.5596214,116
2956978527,4630901213,126.9248537,37.5591977,126.9237879,37.5584051,34
2930467422,3807475163,126.9641876,37.5495039,126.9638306,37.5496451,9
2956988737,3702193047,126.9245063,37.5596214,126.9242745,37.5594558,8
2956988737,4674668606,126.9245063,37.5596214,126.9238927,37.5603276,234
2956988738,9282393215,126.9256287,37.5586438,126.9257529,37.5584675,14
2961215633,3310757863,126.9479493,37.5587995,126.9465552,37.5588014,23
